date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:02:20	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-657400b7-31a89;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/themify.eot?	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/themifyd41d.eot	(from https://html.dynamiclayers.net/dl/charitify/css/themify-icons.css)
19:02:21	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%22db2c-657400b8-31a8c;;;%22	https://html.dynamiclayers.net/dl/charitify/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/themify9f24.woff	(from https://html.dynamiclayers.net/dl/charitify/css/themify-icons.css)
19:02:21	78584/78584	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22132f8-657400b7-31a8b;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/themify9f24.ttf	(from https://html.dynamiclayers.net/dl/charitify/css/themify-icons.css)
19:02:22	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	etag:%223931d-657400b7-31a8a;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/themify9f24.svg	(from https://html.dynamiclayers.net/dl/charitify/css/themify-icons.css)
19:02:22	59572/59572	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8b4-657400b6-31a77;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/ElegantIcons.eot	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/ElegantIcons.eot	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-font-icons.css)
19:02:23	59572/59572	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8b4-657400b6-31a77;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/ElegantIcons.eot?	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/ElegantIconsd41d.eot	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-font-icons.css)
19:02:23	63664/63664	---M--	200	added ('OK')	application/font-woff	etag:%22f8b0-657400b7-31a7a;;;%22	https://html.dynamiclayers.net/dl/charitify/fonts/ElegantIcons.woff	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/ElegantIcons.woff	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-font-icons.css)
19:02:23	59388/59388	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22e7fc-657400b7-31a79;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/ElegantIcons.ttf	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/ElegantIcons.ttf	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-font-icons.css)
19:02:24	277297/277297	---M-Z	200	added ('OK')	image/svg+xml	etag:%2243b31-657400b7-31a78;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/ElegantIcons.svg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/ElegantIcons.svg	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-font-icons.css)
19:02:24	32694/32694	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-657400b7-31a7b;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/et-line.eot	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/et-line.eot	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-line-icons.css)
19:02:25	32694/32694	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-657400b7-31a7b;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/et-line.eot?	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/et-lined41d.eot	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-line-icons.css)
19:02:26	32536/32536	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%227f18-657400b7-31a7d;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/et-line.ttf	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/et-line.ttf	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-line-icons.css)
19:02:26	55220/55220	---M--	200	added ('OK')	application/font-woff	etag:%22d7b4-657400b7-31a7e;;;%22	https://html.dynamiclayers.net/dl/charitify/fonts/et-line.woff	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/et-line.woff	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-line-icons.css)
19:02:27	1161/1161	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2013:32:28%20GMT	https://html.dynamiclayers.net/dl/charitify/css/owl.video.play.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/css/owl.video.play.png	(from https://html.dynamiclayers.net/dl/charitify/css/owl.carousel.css)
19:02:28	109245/109245	---M--	200	added ('OK')	image/jpeg	etag:%221aabd-657400b8-31a9e;;;%22	https://html.dynamiclayers.net/dl/charitify/img/featured-bg.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/featured-bg.jpg	(from https://html.dynamiclayers.net/dl/charitify/css/main.css)
19:02:29	92326/92326	---M--	200	added ('OK')	image/jpeg	etag:%22168a6-657400b8-31a98;;;%22	https://html.dynamiclayers.net/dl/charitify/img/counters-bg.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/counters-bg.jpg	(from https://html.dynamiclayers.net/dl/charitify/css/main.css)
19:02:31	69421/69421	---M--	200	added ('OK')	image/jpeg	etag:%2210f2d-657400b9-31ad7;;;%22	https://html.dynamiclayers.net/dl/charitify/img/page-header-bg.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/page-header-bg.jpg	(from https://html.dynamiclayers.net/dl/charitify/css/main.css)
19:02:31	89447/89447	---M--	200	added ('OK')	image/jpeg	etag:%2215d67-657400b9-31acb;;;%22	https://html.dynamiclayers.net/dl/charitify/img/hero-bg.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/hero-bg.jpg	(from https://html.dynamiclayers.net/dl/charitify/css/main.css)
19:02:32	1161/1161	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2013:32:33%20GMT	https://html.dynamiclayers.net/dl/charitify/GET	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/GET	(from https://html.dynamiclayers.net/dl/charitify/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js)
19:02:33	128273/128273	---M--	200	added ('OK')	image/jpeg	etag:%221f511-657400b8-31a99;;;%22	https://html.dynamiclayers.net/dl/charitify/img/cta-bg.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/cta-bg.jpg	(from https://html.dynamiclayers.net/dl/charitify/css/main.css)
19:02:33	36361/36361	---M-Z	200	added ('OK')	text/html	etag:%228e09-657400aa-3187a;gz%22	https://html.dynamiclayers.net/dl/charitify/index-2.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/index-2.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:33	324052/324052	---M--	200	added ('OK')	image/jpeg	etag:%224f1d4-657400b8-31a8d;;;%22	https://html.dynamiclayers.net/dl/charitify/img/about.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/about.jpg	(from https://html.dynamiclayers.net/dl/charitify/about.html)
19:02:35	143904/143904	---M--	200	added ('OK')	image/jpeg	etag:%2223220-657400b9-318e7;;;%22	https://html.dynamiclayers.net/dl/charitify/img/gallery-2.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/gallery-2.jpg	(from https://html.dynamiclayers.net/dl/charitify/gallery.html)
19:02:36	121438/121438	---M--	200	added ('OK')	image/jpeg	etag:%221da5e-657400b8-31a9f;;;%22	https://html.dynamiclayers.net/dl/charitify/img/gallery-1.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/gallery-1.jpg	(from https://html.dynamiclayers.net/dl/charitify/gallery.html)
19:02:36	107277/107277	---M--	200	added ('OK')	image/jpeg	etag:%221a30d-657400b9-31ac8;;;%22	https://html.dynamiclayers.net/dl/charitify/img/gallery-4.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/gallery-4.jpg	(from https://html.dynamiclayers.net/dl/charitify/gallery.html)
19:02:36	108893/108893	---M--	200	added ('OK')	image/jpeg	etag:%221a95d-657400b9-31ac9;;;%22	https://html.dynamiclayers.net/dl/charitify/img/gallery-5.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/gallery-5.jpg	(from https://html.dynamiclayers.net/dl/charitify/gallery.html)
19:02:37	126394/126394	---M--	200	added ('OK')	image/jpeg	etag:%221edba-657400b9-31ac7;;;%22	https://html.dynamiclayers.net/dl/charitify/img/gallery-3.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/gallery-3.jpg	(from https://html.dynamiclayers.net/dl/charitify/gallery.html)
19:02:37	106552/106552	---M--	200	added ('OK')	image/jpeg	etag:%221a038-657400b9-31aca;;;%22	https://html.dynamiclayers.net/dl/charitify/img/gallery-6.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/gallery-6.jpg	(from https://html.dynamiclayers.net/dl/charitify/gallery.html)
19:02:38	346319/346319	---M--	200	added ('OK')	image/jpeg	etag:%22548cf-657400b9-31ad8;;;%22	https://html.dynamiclayers.net/dl/charitify/img/post-1.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/post-1.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-grid.html)
19:02:38	222773/222773	---M--	200	added ('OK')	image/jpeg	etag:%2236635-657400b9-31ad9;;;%22	https://html.dynamiclayers.net/dl/charitify/img/post-2.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/post-2.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-grid.html)
19:02:39	167079/167079	---M--	200	added ('OK')	image/jpeg	etag:%2228ca7-657400bb-31ab3;;;%22	https://html.dynamiclayers.net/dl/charitify/img/post-3.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/post-3.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-grid.html)
19:02:39	227107/227107	---M--	200	added ('OK')	image/jpeg	etag:%2237723-657400bb-31b2c;;;%22	https://html.dynamiclayers.net/dl/charitify/img/post-4.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/post-4.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-grid.html)
19:02:40	259490/259490	---M--	200	added ('OK')	image/jpeg	etag:%223f5a2-657400bb-31b2d;;;%22	https://html.dynamiclayers.net/dl/charitify/img/post-5.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/post-5.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-grid.html)
19:02:40	232793/232793	---M--	200	added ('OK')	image/jpeg	etag:%2238d59-657400bb-31b2e;;;%22	https://html.dynamiclayers.net/dl/charitify/img/post-6.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/post-6.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-grid.html)
19:02:40	5519/5519	---M--	200	added ('OK')	image/jpeg	etag:%22158f-657400bb-31b30;;;%22	https://html.dynamiclayers.net/dl/charitify/img/rel-post-1.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/rel-post-1.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-left-sidebar.html)
19:02:41	5856/5856	---M--	200	added ('OK')	image/jpeg	etag:%2216e0-657400bb-31b31;;;%22	https://html.dynamiclayers.net/dl/charitify/img/rel-post-2.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/rel-post-2.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-left-sidebar.html)
19:02:41	6007/6007	---M--	200	added ('OK')	image/jpeg	etag:%221777-657400bb-31b32;;;%22	https://html.dynamiclayers.net/dl/charitify/img/rel-post-3.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/rel-post-3.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-left-sidebar.html)
19:02:42	8073/8073	---M--	200	added ('OK')	image/jpeg	etag:%221f89-657400bb-31b33;;;%22	https://html.dynamiclayers.net/dl/charitify/img/rel-post-4.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/rel-post-4.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-left-sidebar.html)
19:02:42	8165/8165	---M--	200	added ('OK')	image/jpeg	etag:%221fe5-657400bb-31b34;;;%22	https://html.dynamiclayers.net/dl/charitify/img/rel-post-5.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/rel-post-5.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-left-sidebar.html)
19:02:43	146975/146975	---M--	200	added ('OK')	image/jpeg	etag:%2223e1f-657400b8-31a94;;;%22	https://html.dynamiclayers.net/dl/charitify/img/comment-1.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/comment-1.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-single.html)
19:02:45	97647/97647	---M--	200	added ('OK')	image/jpeg	etag:%2217d6f-657400b8-31a97;;;%22	https://html.dynamiclayers.net/dl/charitify/img/comment-4.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/comment-4.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-single.html)
19:02:45	205303/205303	---M--	200	added ('OK')	image/jpeg	etag:%22321f7-657400b8-31a95;;;%22	https://html.dynamiclayers.net/dl/charitify/img/comment-2.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/comment-2.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-single.html)
19:02:45	1161/1161	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2013:32:46%20GMT	https://html.dynamiclayers.net/dl/charitify/You%20must%20include%20the%20utils.js%20file%20before%20tether.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/You%20must%20include%20the%20utils.js%20file%20before%20tether.js	(from https://html.dynamiclayers.net/dl/charitify/js/vendor/tether.min.js)
19:02:47	237650/237650	---M--	200	added ('OK')	image/jpeg	etag:%223a052-657400b8-31a96;;;%22	https://html.dynamiclayers.net/dl/charitify/img/comment-3.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/comment-3.jpg	(from https://html.dynamiclayers.net/dl/charitify/blog-single.html)
19:02:48	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-657400b7-31a7f;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfontd41d.eot	(from https://html.dynamiclayers.net/dl/charitify/css/font-awesome.min.css)
19:02:49	15510/15510	---M--	200	added ('OK')	image/png	etag:%223c96-657400b9-31ad5;;;%22	https://html.dynamiclayers.net/dl/charitify/img/map.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/map.png	(from https://html.dynamiclayers.net/dl/charitify/css/main.css)
19:02:49	175537/175537	---M-Z	200	added ('OK')	image/svg+xml	etag:%222adb1-657400b7-31a7c;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/et-line.svg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/et-line.svg	(from https://html.dynamiclayers.net/dl/charitify/css/elegant-line-icons.css)
19:02:49	48944/48944	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bf30-657400d6-31fb9;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/bootstrap.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/bootstrap.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:50	1161/1161	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2013:32:51%20GMT	https://html.dynamiclayers.net/dl/charitify/popper.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/popper.js	(from https://html.dynamiclayers.net/dl/charitify/js/vendor/bootstrap.min.js)
